['11542', 'Yearly', '6939 days']
['50307', 'Monthly', '2312 days']
['23038', 'One-off', '10139 days']
['51550', 'Monthly', '1280 days']
['23034', 'Daily', '18 days']
['23033', 'Monthly', '1491 days']
['23032', 'Monthly', '1857 days']
['23031', 'Monthly', '2677 days']
['22348', 'Monthly', '303 days']
['22347', 'Monthly', '2130 days']
['22342', 'Daily', '54 days']
['22340', 'Monthly', '273 days']
['28619', 'Monthly', '2373 days']
['28610', 'Yearly', '4749 days']
['28611', 'Yearly', '2191 days']
['35628', 'Daily', '32 days']
['35620', 'Yearly', '13880 days']
['35623', 'Monthly', '1308 days']
['35622', 'Yearly', '7305 days']
['23693', 'Monthly', '518 days']
['32935', 'Monthly', '489 days']
['32936', 'Monthly', '1765 days']
['23697', 'Daily', '48 days']
['32931', 'Yearly', '4748 days']
['23695', 'Monthly', '184 days']
['23694', 'Yearly', '8766 days']
['23698', 'One-off', '14041 days']
['56620', 'One-off', '9545 days']
['56621', 'Monthly', '2345 days']
['56626', 'Yearly', '8766 days']
['56624', 'Monthly', '702 days']
['25698', 'Yearly', '6939 days']
['25690', 'One-off', '12850 days']
['25693', 'One-off', '14294 days']
['25695', 'Daily', '54 days']
['25697', 'Monthly', '1551 days']
['25696', 'Monthly', '2160 days']
['51160', 'Monthly', '2434 days']
['51161', 'Daily', '39 days']
['51162', 'Monthly', '1948 days']
['51164', 'Daily', '3 days']
['51169', 'Yearly', '11323 days']
['27279', 'Monthly', '457 days']
['27278', 'Daily', '51 days']
['27270', 'Monthly', '641 days']
['27273', 'One-off', '11604 days']
['27272', 'Monthly', '2741 days']
['27275', 'One-off', '16068 days']
['27277', 'Yearly', '5113 days']
['25526', 'Daily', '52 days']
['25525', 'Yearly', '2922 days']
['25524', 'Monthly', '1400 days']
['25523', 'One-off', '12806 days']
['25522', 'Daily', '37 days']
['25529', 'Monthly', '183 days']
['25528', 'One-off', '16001 days']
['57575', 'Yearly', '6209 days']
['39840', 'Yearly', '3287 days']
['57577', 'Daily', '45 days']
['57576', 'Monthly', '1705 days']
['39845', 'One-off', '9474 days']
['39847', 'Yearly', '14976 days']
['57572', 'One-off', '10704 days']
['39849', 'One-off', '16291 days']
['39848', 'Monthly', '1431 days']
['57579', 'Yearly', '1461 days']
['57578', 'One-off', '9926 days']
['13531', 'Daily', '9 days']
['13530', 'One-off', '15468 days']
['31445', 'Daily', '54 days']
['13793', 'Monthly', '762 days']
['37414', 'Yearly', '12783 days']
['37416', 'Monthly', '1400 days']
['37410', 'One-off', '13192 days']
['37412', 'One-off', '16268 days']
['37413', 'Monthly', '1430 days']
['37418', 'Yearly', '7670 days']
['37419', 'Monthly', '2071 days']
['13794', 'Daily', '54 days']
['3451', 'One-off', '15322 days']
['3455', 'Yearly', '12053 days']
['3459', 'One-off', '14104 days']
['41330', 'Monthly', '1218 days']
['41331', 'Yearly', '4748 days']
['41333', 'Yearly', '17532 days']
['41334', 'Daily', '28 days']
['40069', 'Monthly', '730 days']
['40060', 'One-off', '17496 days']
['40067', 'Monthly', '1947 days']
['14149', 'Yearly', '6940 days']
['14145', 'Daily', '46 days']
['14146', 'Yearly', '3653 days']
['14141', 'Daily', '55 days']
['14143', 'Monthly', '183 days']
['15818', 'Yearly', '9497 days']
['15819', 'Monthly', '1066 days']
['15812', 'One-off', '12640 days']
['15813', 'Yearly', '5844 days']
['15814', 'Daily', '12 days']
['15817', 'Yearly', '1096 days']
['18673', 'Monthly', '761 days']
['18672', 'One-off', '11751 days']
['18671', 'Daily', '55 days']
['33919', 'Yearly', '1461 days']
['14498', 'One-off', '16535 days']
['18332', 'One-off', '13801 days']
['18333', 'Yearly', '13514 days']
['33913', 'Yearly', '2192 days']
['33912', 'Yearly', '3652 days']
['14497', 'Monthly', '276 days']
['33914', 'Daily', '33 days']
['33917', 'Monthly', '1400 days']
['33916', 'Monthly', '610 days']
['38039', 'Monthly', '1795 days']
['38038', 'Daily', '4 days']
['38033', 'Daily', '23 days']
['38030', 'Monthly', '2376 days']
['38036', 'Yearly', '10592 days']
['38035', 'Daily', '31 days']
['54738', 'Daily', '41 days']
['47592', 'Monthly', '1979 days']
['54739', 'Monthly', '1155 days']
['47594', 'Yearly', '1096 days']
['19137', 'Monthly', '243 days']
['32855', 'Daily', '19 days']
['47042', 'Daily', '29 days']
['55079', 'One-off', '10993 days']
['47045', 'Monthly', '608 days']
['47046', 'Monthly', '2008 days']
['47047', 'Daily', '7 days']
['47048', 'Yearly', '1461 days']
['32853', 'Monthly', '2314 days']
['19132', 'Daily', '36 days']
['6479', 'Daily', '35 days']
['6478', 'Yearly', '7305 days']
['6473', 'Monthly', '1734 days']
['41499', 'Monthly', '1034 days']
['15361', 'Monthly', '1278 days']
['15366', 'Yearly', '10227 days']
['6476', 'Monthly', '1127 days']
['15364', 'Yearly', '1826 days']
['6474', 'Monthly', '2588 days']
['31517', 'Yearly', '10227 days']
['31514', 'Yearly', '10957 days']
['31511', 'Yearly', '11688 days']
['31519', 'One-off', '16792 days']
['31518', 'Yearly', '8400 days']
['19468', 'Monthly', '1249 days']
['19464', 'Monthly', '761 days']
['19466', 'One-off', '14583 days']
['19461', 'Daily', '29 days']
['19463', 'Yearly', '5844 days']
['39072', 'Monthly', '212 days']
['4044', 'Monthly', '2740 days']
['4040', 'Monthly', '2222 days']
['4041', 'Daily', '19 days']
['4048', 'Daily', '52 days']
['43748', 'Daily', '3 days']
['43743', 'Daily', '3 days']
['43742', 'Monthly', '1034 days']
['43740', 'One-off', '13982 days']
['43746', 'Monthly', '669 days']
['43744', 'Yearly', '4383 days']
['46719', 'Monthly', '1826 days']
['46713', 'One-off', '16281 days']
['46712', 'Daily', '54 days']
['46711', 'Daily', '34 days']
['46717', 'Yearly', '1461 days']
['46716', 'Monthly', '1095 days']
['47117', 'Monthly', '1492 days']
['17434', 'One-off', '16472 days']
['17435', 'Monthly', '1219 days']
['17436', 'Monthly', '1919 days']
['17437', 'Daily', '3 days']
['17430', 'Monthly', '1887 days']
['17431', 'One-off', '15047 days']
['17432', 'Daily', '12 days']
['17433', 'Daily', '12 days']
['17438', 'Daily', '22 days']
['38859', 'Yearly', '6939 days']
['38858', 'Yearly', '14245 days']
['13327', 'Monthly', '2099 days']
['13320', 'Monthly', '1734 days']
['13322', 'Daily', '38 days']
['38852', 'Daily', '16 days']
['48654', 'One-off', '16936 days']
['48656', 'Monthly', '1279 days']
['48657', 'One-off', '15452 days']
['48652', 'Monthly', '1156 days']
['48653', 'Yearly', '8766 days']
['48658', 'Monthly', '2404 days']
['41723', 'Monthly', '1642 days']
['44719', 'Yearly', '7671 days']
['44718', 'Daily', '44 days']
['41072', 'One-off', '13400 days']
['41070', 'Yearly', '11323 days']
['41077', 'Yearly', '2191 days']
['13480', 'Daily', '50 days']
['41075', 'Daily', '22 days']
['41079', 'One-off', '12842 days']
['41078', 'Yearly', '14976 days']
['54242', 'Daily', '13 days']
['14801', 'Monthly', '2341 days']
['11870', 'Daily', '10 days']
['54241', 'Monthly', '153 days']
['11876', 'One-off', '11772 days']
['11874', 'Daily', '45 days']
['20086', 'One-off', '14042 days']
['14808', 'Yearly', '16071 days']
['14809', 'Monthly', '1310 days']
['11878', 'One-off', '12795 days']
['20083', 'One-off', '10636 days']
['7837', 'One-off', '10768 days']
['29981', 'Daily', '29 days']
['29980', 'Yearly', '8766 days']
['29983', 'Daily', '16 days']
['29986', 'Monthly', '914 days']
['28054', 'Monthly', '762 days']
['28055', 'Yearly', '1096 days']
['28057', 'Daily', '30 days']
['28051', 'Daily', '31 days']
['28052', 'Yearly', '4017 days']
['28053', 'Yearly', '8036 days']
['28058', 'Yearly', '8036 days']
['28059', 'Yearly', '1461 days']
['44659', 'Yearly', '3287 days']
['42561', 'Daily', '21 days']
['30751', 'Monthly', '92 days']
['7215', 'Yearly', '5844 days']
['7216', 'Monthly', '670 days']
['51362', 'Yearly', '3287 days']
['51364', 'Daily', '18 days']
['51365', 'Yearly', '5113 days']
['51369', 'Yearly', '14610 days']
['16560', 'Monthly', '791 days']
['25321', 'Daily', '30 days']
['25323', 'Daily', '10 days']
['25325', 'Yearly', '6939 days']
['25327', 'Daily', '31 days']
['25326', 'One-off', '10510 days']
['25328', 'Yearly', '14610 days']
['54418', 'One-off', '11363 days']
['15406', 'Monthly', '1583 days']
['15405', 'Monthly', '2406 days']
['6818', 'Monthly', '274 days']
['8128', 'Monthly', '153 days']
['51982', 'One-off', '10338 days']
['51980', 'Daily', '34 days']
['51989', 'Daily', '39 days']
['56352', 'Yearly', '4383 days']
['10917', 'Monthly', '2344 days']
['10915', 'Daily', '51 days']
['10912', 'Monthly', '2405 days']
['10913', 'Monthly', '2283 days']
['56354', 'Yearly', '1096 days']
['10911', 'One-off', '15361 days']
['56358', 'Daily', '33 days']
['56359', 'One-off', '13481 days']
['6813', 'Yearly', '7305 days']
['57008', 'Monthly', '1919 days']
['57005', 'Daily', '44 days']
['6815', 'Monthly', '243 days']
['57007', 'Monthly', '1796 days']
['57006', 'Monthly', '1187 days']
['57001', 'Yearly', '9497 days']
['57000', 'Monthly', '1492 days']
['57002', 'Yearly', '1096 days']
['16429', 'Daily', '22 days']
['16424', 'One-off', '17665 days']
['16425', 'Monthly', '365 days']
['16426', 'Yearly', '8035 days']
['16427', 'Yearly', '2922 days']
['16420', 'Yearly', '7305 days']
['52189', 'Daily', '5 days']
['52183', 'Daily', '5 days']
['52181', 'Daily', '6 days']
['52180', 'Yearly', '9862 days']
['52184', 'One-off', '16654 days']
['53278', 'Yearly', '13514 days']
['53279', 'Yearly', '10593 days']
['53276', 'One-off', '10299 days']
['21318', 'Monthly', '1005 days']
['21319', 'Yearly', '5479 days']
['49244', 'Yearly', '1096 days']
['49245', 'Yearly', '4749 days']
['21316', 'Monthly', '1979 days']
['21310', 'One-off', '17506 days']
['49241', 'Daily', '25 days']
['56976', 'Yearly', '8035 days']
['56977', 'One-off', '17352 days']
['22959', 'Yearly', '10592 days']
['22958', 'Yearly', '4018 days']
['56972', 'Yearly', '3653 days']
['56973', 'Yearly', '6574 days']
['22953', 'Yearly', '5113 days']
['22951', 'One-off', '14465 days']
['22956', 'Yearly', '4748 days']
['56978', 'Daily', '22 days']
['22954', 'Monthly', '1369 days']
['53153', 'Yearly', '6209 days']
['57697', 'Monthly', '488 days']
['37307', 'Yearly', '8766 days']
['37301', 'One-off', '12877 days']
['31073', 'Yearly', '3653 days']
['31074', 'Daily', '6 days']
['37303', 'Yearly', '8401 days']
['31075', 'Yearly', '10227 days']
['50297', 'One-off', '16570 days']
['21079', 'One-off', '16378 days']
['54727', 'One-off', '11588 days']
['54721', 'One-off', '9079 days']
['54720', 'Monthly', '2710 days']
['54723', 'Yearly', '3652 days']
['19860', 'Daily', '40 days']
['21077', 'Monthly', '489 days']
['27419', 'Yearly', '3287 days']
['27418', 'Monthly', '2435 days']
['27410', 'Daily', '5 days']
['27413', 'Monthly', '2436 days']
['27415', 'Monthly', '1035 days']
['27414', 'Daily', '30 days']
['27417', 'One-off', '10268 days']
['19864', 'Yearly', '8766 days']
['19867', 'Yearly', '2922 days']
['21072', 'Monthly', '2343 days']
['29048', 'Monthly', '700 days']
['29045', 'Yearly', '12053 days']
['29046', 'Daily', '30 days']
['29042', 'Daily', '34 days']
['29043', 'Yearly', '4748 days']
['30912', 'Yearly', '12053 days']
['30914', 'Yearly', '1826 days']
['30917', 'Monthly', '915 days']
['30918', 'Yearly', '9862 days']
['30919', 'Monthly', '182 days']
['31068', 'Monthly', '1612 days']
['31065', 'One-off', '17785 days']
['31060', 'Monthly', '2068 days']
['3959', 'Monthly', '669 days']
['3958', 'Daily', '51 days']
['55094', 'Monthly', '638 days']
['3952', 'One-off', '12070 days']
['3951', 'Monthly', '245 days']
['3957', 'Daily', '3 days']
['3956', 'Daily', '21 days']
['55092', 'Monthly', '608 days']
['55093', 'Yearly', '7305 days']
['34749', 'Monthly', '1948 days']
['34748', 'Monthly', '2739 days']
['50124', 'One-off', '9165 days']
['34741', 'Yearly', '4748 days']
['34740', 'Yearly', '10957 days']
['34742', 'Monthly', '2038 days']
['35294', 'Yearly', '13880 days']
['35296', 'One-off', '12279 days']
['35290', 'Yearly', '9862 days']
['35292', 'Yearly', '8401 days']
['35298', 'One-off', '9901 days']
['24443', 'Monthly', '791 days']
['24444', 'Daily', '50 days']
['50112', 'Daily', '16 days']
['50113', 'Monthly', '2191 days']
['24449', 'Yearly', '5479 days']
['24448', 'One-off', '10697 days']
['50116', 'Daily', '20 days']
['50115', 'Daily', '32 days']
['55548', 'Daily', '7 days']
['55549', 'Yearly', '3287 days']
['55542', 'Daily', '47 days']
['55543', 'Monthly', '2040 days']
['55540', 'Daily', '54 days']
['55541', 'Daily', '39 days']
['55547', 'One-off', '17667 days']
['55544', 'Monthly', '2708 days']
['55545', 'Monthly', '670 days']
['22138', 'Daily', '55 days']
['22131', 'Daily', '36 days']
['22130', 'One-off', '13311 days']
['22133', 'One-off', '12920 days']
['22132', 'One-off', '15255 days']
['51647', 'Monthly', '1188 days']
['32744', 'One-off', '17406 days']
['51641', 'Daily', '22 days']
['32741', 'Daily', '53 days']
['51642', 'Monthly', '1431 days']
['51648', 'Daily', '55 days']
['32749', 'Monthly', '2192 days']
['32748', 'Monthly', '426 days']
['56010', 'Yearly', '11688 days']
['56018', 'Yearly', '9496 days']
['4453', 'Yearly', '10958 days']
['4455', 'One-off', '9759 days']
['36248', 'Yearly', '4383 days']
['36247', 'Monthly', '426 days']
['36244', 'Yearly', '2557 days']
['36245', 'Monthly', '120 days']
['36242', 'Daily', '4 days']
['36240', 'Yearly', '8766 days']
['36241', 'Daily', '20 days']
['41279', 'Daily', '5 days']
['41277', 'Yearly', '10227 days']
['41276', 'One-off', '9784 days']
['41272', 'Daily', '20 days']
['42899', 'Yearly', '12054 days']
['42893', 'Daily', '32 days']
['42895', 'Monthly', '700 days']
['42897', 'Monthly', '274 days']
['39652', 'Yearly', '1827 days']
['39654', 'Daily', '18 days']
['39658', 'Yearly', '11323 days']
['18818', 'Monthly', '2130 days']
['33038', 'One-off', '15974 days']
['33039', 'Yearly', '6574 days']
['37590', 'Monthly', '1645 days']
['33035', 'One-off', '16160 days']
['18815', 'One-off', '16027 days']
['37596', 'Monthly', '1673 days']
['7129', 'Yearly', '6940 days']
['7125', 'Yearly', '12418 days']
['7122', 'Monthly', '700 days']
['7123', 'Yearly', '5113 days']
['7120', 'Yearly', '6574 days']
['7121', 'Yearly', '12418 days']
['37626', 'Yearly', '5114 days']
['37625', 'Monthly', '2679 days']
['37624', 'Yearly', '2922 days']
['37623', 'Yearly', '10592 days']
['37621', 'Daily', '51 days']
['37620', 'Daily', '33 days']
['44998', 'Daily', '16 days']
['40632', 'Monthly', '1857 days']
['44992', 'Daily', '46 days']
['40630', 'Monthly', '305 days']
['44990', 'One-off', '12293 days']
['44995', 'Yearly', '6940 days']
['40635', 'Monthly', '2038 days']
['47941', 'One-off', '14970 days']
['47940', 'One-off', '11247 days']
['47943', 'One-off', '13841 days']
['47942', 'Daily', '51 days']
['47945', 'Monthly', '2741 days']
['14759', 'Yearly', '8400 days']
['47947', 'Monthly', '488 days']
['47946', 'Yearly', '3288 days']
['14754', 'One-off', '16840 days']
['14755', 'Daily', '9 days']
['14757', 'Monthly', '822 days']
['14751', 'Daily', '22 days']
['14752', 'One-off', '10970 days']
['14753', 'Daily', '39 days']
['13906', 'One-off', '15952 days']
['13900', 'Yearly', '12053 days']
['18106', 'One-off', '11737 days']
['18101', 'Monthly', '1187 days']
['18103', 'One-off', '12040 days']
['18109', 'Yearly', '1096 days']
['18108', 'Daily', '8 days']
['5576', 'One-off', '14063 days']
['5575', 'Daily', '38 days']
['5573', 'One-off', '11492 days']
['5571', 'Monthly', '883 days']
['5570', 'Yearly', '6574 days']
['30076', 'One-off', '9585 days']
['38268', 'Daily', '12 days']
['38269', 'Yearly', '8401 days']
['30073', 'One-off', '16999 days']
['30072', 'Daily', '55 days']
['30070', 'Monthly', '1735 days']
['38262', 'One-off', '16050 days']
['38263', 'Daily', '14 days']
['38260', 'Yearly', '2192 days']
['38266', 'Yearly', '12784 days']
['38267', 'One-off', '15123 days']
['30079', 'Daily', '45 days']
['30078', 'Monthly', '703 days']
['31305', 'Monthly', '669 days']
['31303', 'Monthly', '2496 days']
['31300', 'Yearly', '10958 days']
['11115', 'Yearly', '6940 days']
['31308', 'Yearly', '11323 days']
['47365', 'Daily', '14 days']
['47364', 'One-off', '12170 days']
['47360', 'Monthly', '2343 days']
['47363', 'Daily', '45 days']
['11227', 'Daily', '41 days']
['11226', 'Monthly', '641 days']
['11225', 'One-off', '10534 days']
['11116', 'Monthly', '1188 days']
['11221', 'Yearly', '11323 days']
['19050', 'Monthly', '2710 days']
['19051', 'Yearly', '1826 days']
['19052', 'Yearly', '6940 days']
['19054', 'One-off', '12150 days']
['19055', 'Monthly', '487 days']
['39132', 'Daily', '5 days']
['39138', 'Monthly', '1187 days']
['42463', 'Monthly', '1219 days']
['42465', 'Daily', '26 days']
['16628', 'Yearly', '11323 days']
['42466', 'Yearly', '9496 days']
['42468', 'Yearly', '1826 days']
['16625', 'Monthly', '1158 days']
['16623', 'Daily', '49 days']
['16621', 'Daily', '3 days']
['12758', 'Monthly', '153 days']
['12757', 'One-off', '13363 days']
['12755', 'Monthly', '1400 days']
['12752', 'Yearly', '12419 days']
['12750', 'Monthly', '488 days']
['12751', 'Monthly', '91 days']
['16995', 'Yearly', '10957 days']
['16990', 'Monthly', '854 days']
['16991', 'Monthly', '426 days']
['16992', 'Monthly', '1034 days']
['16993', 'Monthly', '2465 days']
['9111', 'Yearly', '7305 days']
['9110', 'Daily', '6 days']
['9113', 'One-off', '9037 days']
['9115', 'Daily', '45 days']
['9114', 'Yearly', '3287 days']
['9116', 'Yearly', '3287 days']
['12284', 'Monthly', '1035 days']
['12280', 'Monthly', '426 days']
['12281', 'One-off', '17605 days']
['12282', 'One-off', '16718 days']
['21156', 'One-off', '10697 days']
['21154', 'Monthly', '243 days']
['21155', 'Yearly', '10227 days']
['12288', 'Monthly', '821 days']
['12289', 'Yearly', '3652 days']
['21150', 'Yearly', '7305 days']
['21151', 'Daily', '48 days']
['21484', 'Yearly', '5479 days']
['21486', 'One-off', '17722 days']
['21487', 'Monthly', '2069 days']
['42281', 'Monthly', '1675 days']
['42280', 'Yearly', '5844 days']
['49733', 'Yearly', '5478 days']
['49738', 'Daily', '12 days']
['49739', 'One-off', '13440 days']
['46908', 'Daily', '19 days']
['54313', 'One-off', '16816 days']
['46903', 'Daily', '13 days']
['46901', 'Yearly', '6209 days']
['46906', 'One-off', '13933 days']
['46904', 'Daily', '34 days']
['14953', 'Yearly', '14610 days']
['55577', 'Daily', '28 days']
['14950', 'Monthly', '1522 days']
['14951', 'Yearly', '4749 days']
['53074', 'Daily', '6 days']
['10665', 'Monthly', '1127 days']
['10667', 'Monthly', '273 days']
['10660', 'Monthly', '549 days']
['53071', 'Yearly', '15341 days']
['13481', 'Monthly', '1034 days']
['51652', 'Daily', '12 days']
['13482', 'Yearly', '4748 days']
['53078', 'Monthly', '1461 days']
['13487', 'Monthly', '1979 days']
['13486', 'Monthly', '972 days']
['32756', 'Monthly', '2588 days']
['32757', 'Monthly', '2130 days']
['13157', 'One-off', '16084 days']
